player_id,salary,season,season_end,season_start,team
morrida01,"$962,195",2012-13,2013,2012,Los Angeles Lakers
morrida01,"$1,046,269",2013-14,2014,2013,Philadelphia 76ers
morrida01,"$702,756",2014-15,2015,2014,Brooklyn Nets
morriis01,"$140,000",1992-93,1993,1992,Detroit Pistons
morrija01,"$193,536",2017-18,2018,2017,Atlanta Hawks
morrima03,"$1,823,280",2011-12,2012,2011,Houston Rockets
morrima03,"$1,959,960",2012-13,2013,2012,Phoenix Suns
morrima03,"$1,987,320",2013-14,2014,2013,Phoenix Suns
morrima03,"$2,943,221",2014-15,2015,2014,Phoenix Suns
morrima03,"$5,000,000",2015-16,2016,2015,Detroit Pistons
morrima03,"$4,625,000",2016-17,2017,2016,Detroit Pistons
morrima03,"$5,000,000",2017-18,2018,2017,Boston Celtics
morrima02,"$1,919,160",2011-12,2012,2011,Phoenix Suns
morrima02,"$2,063,040",2012-13,2013,2012,Phoenix Suns
morrima02,"$2,091,840",2013-14,2014,2013,Phoenix Suns
morrima02,"$2,989,239",2014-15,2015,2014,Phoenix Suns
morrima02,"$8,000,000",2015-16,2016,2015,Washington Wizards
morrima02,"$7,400,000",2016-17,2017,2016,Washington Wizards
morrima02,"$8,000,000",2017-18,2018,2017,Washington Wizards
morrira01,"$810,000",2007-08,2008,2007,New York Knicks
morrira01,"$797,581",2008-09,2009,2008,Atlanta Hawks
morrira01,"$855,189",2009-10,2010,2009,Atlanta Hawks
morrite01,"$420,000",2001-02,2002,2001,Houston Rockets
morrite01,"$512,435",2002-03,2003,2002,Houston Rockets
morrite01,"$835,810",2005-06,2006,2005,Orlando Magic
morriad01,"$3,616,680",2006-07,2007,2006,Charlotte Bobcats
morriad01,"$3,887,880",2007-08,2008,2007,Charlotte Bobcats
morriad01,"$4,159,200",2008-09,2009,2008,Los Angeles Lakers
morriad01,"$5,257,229",2009-10,2010,2009,Los Angeles Lakers
morroan01,"$442,114",2008-09,2009,2008,Golden State Warriors
morroan01,"$736,420",2009-10,2010,2009,Golden State Warriors
morroan01,"$4,000,000",2010-11,2011,2010,New Jersey Nets
morroan01,"$4,000,000",2011-12,2012,2011,New Jersey Nets
morroan01,"$4,000,000",2012-13,2013,2012,Dallas Mavericks
morroan01,"$1,027,424",2013-14,2014,2013,New Orleans Pelicans
morroan01,"$3,200,000",2014-15,2015,2014,Oklahoma City Thunder
morroan01,"$3,344,000",2015-16,2016,2015,Oklahoma City Thunder
morroan01,"$3,488,000",2016-17,2017,2016,Chicago Bulls
mortodw01,"$150,000",1994-95,1995,1994,Golden State Warriors
mortojo01,"$350,000",1990-91,1991,1990,Cleveland Cavaliers
mortojo01,"$450,000",1991-92,1992,1991,Cleveland Cavaliers
mortojo01,"$6,735",1999-00,2000,1999,Golden State Warriors
motenla01,"$280,000",1995-96,1996,1995,Vancouver Grizzlies
motenla01,"$321,000",1996-97,1997,1996,Vancouver Grizzlies
motiedo01,"$1,453,520",2012-13,2013,2012,Houston Rockets
motiedo01,"$1,422,720",2013-14,2014,2013,Houston Rockets
motiedo01,"$1,483,920",2014-15,2015,2014,Houston Rockets
motiedo01,"$2,288,205",2015-16,2016,2015,Houston Rockets
motiedo01,"$576,724",2016-17,2017,2016,New Orleans Pelicans
mottoha01,"$316,969",2000-01,2001,2000,Atlanta Hawks
mottoha01,"$465,850",2001-02,2002,2001,Atlanta Hawks
moultar01,"$1,042,320",2012-13,2013,2012,Philadelphia 76ers
moultar01,"$1,089,240",2013-14,2014,2013,Philadelphia 76ers
moultar01,"$1,136,160",2014-15,2015,2014,New York Knicks
mournal01,"$2,400,000",1992-93,1993,1992,Charlotte Hornets
mournal01,"$3,120,000",1993-94,1994,1993,Charlotte Hornets
mournal01,"$3,840,000",1994-95,1995,1994,Charlotte Hornets
mournal01,"$4,560,000",1995-96,1996,1995,Miami Heat
mournal01,"$9,380,000",1996-97,1997,1996,Miami Heat
mournal01,"$11,254,800",1997-98,1998,1997,Miami Heat
mournal01,"$13,130,000",1998-99,1999,1998,Miami Heat
mournal01,"$15,004,800",1999-00,2000,1999,Miami Heat
mournal01,"$16,880,000",2000-01,2001,2000,Miami Heat
mournal01,"$18,754,800",2001-02,2002,2001,Miami Heat
mournal01,"$20,629,800",2002-03,2003,2002,Miami Heat
mournal01,"$4,917,000",2003-04,2004,2003,New Jersey Nets
mournal01,"$5,408,700",2004-05,2005,2004,Toronto Raptors
mournal01,"$4,000,000",2005-06,2006,2005,Toronto Raptors
mournal01,"$1,138,500",2005-06,2006,2005,Miami Heat
mournal01,"$4,225,433",2006-07,2007,2006,Toronto Raptors
mournal01,"$2,500,000",2006-07,2007,2006,Miami Heat
mournal01,"$2,762,500",2007-08,2008,2007,Miami Heat
mozgoti01,"$3,567,096",2010-11,2011,2010,Denver Nuggets
mozgoti01,"$3,343,896",2011-12,2012,2011,Denver Nuggets
mozgoti01,"$3,140,429",2012-13,2013,2012,Denver Nuggets
mozgoti01,"$4,400,000",2013-14,2014,2013,Denver Nuggets
mozgoti01,"$4,650,000",2014-15,2015,2014,Cleveland Cavaliers
mozgoti01,"$4,950,000",2015-16,2016,2015,Cleveland Cavaliers
mozgoti01,"$16,000,000",2016-17,2017,2016,Los Angeles Lakers
mozgoti01,"$15,280,000",2017-18,2018,2017,Brooklyn Nets
mudiaem01,"$3,102,240",2015-16,2016,2015,Denver Nuggets
mudiaem01,"$3,241,800",2016-17,2017,2016,Denver Nuggets
mudiaem01,"$3,381,480",2017-18,2018,2017,New York Knicks
muhamsh01,"$1,887,120",2013-14,2014,2013,Minnesota Timberwolves
muhamsh01,"$1,971,960",2014-15,2015,2014,Minnesota Timberwolves
muhamsh01,"$2,056,920",2015-16,2016,2015,Minnesota Timberwolves
muhamsh01,"$3,046,299",2016-17,2017,2016,Minnesota Timberwolves
muhamsh01,"$1,238,616",2017-18,2018,2017,Minnesota Timberwolves
muhamsh01,"$324,203",2017-18,2018,2017,Milwaukee Bucks
mulleby01,"$1,120,200",2009-10,2010,2009,Oklahoma City Thunder
mulleby01,"$1,204,200",2010-11,2011,2010,Oklahoma City Thunder
mulleby01,"$1,288,200",2011-12,2012,2011,Charlotte Bobcats
mulleby01,"$2,253,306",2012-13,2013,2012,Charlotte Bobcats
mulleby01,"$947,907",2013-14,2014,2013,Los Angeles Clippers
mullich01,"$500,000",1985-86,1986,1985,Golden State Warriors
mullich01,"$800,000",1987-88,1988,1987,Golden State Warriors
mullich01,"$700,000",1988-89,1989,1988,Golden State Warriors
mullich01,"$3,330,000",1989-90,1990,1989,Golden State Warriors
mullich01,"$2,850,000",1990-91,1991,1990,Golden State Warriors
mullich01,"$2,844,000",1991-92,1992,1991,Golden State Warriors
mullich01,"$2,844,000",1992-93,1993,1992,Golden State Warriors
mullich01,"$2,844,000",1993-94,1994,1993,Golden State Warriors
mullich01,"$2,844,000",1994-95,1995,1994,Golden State Warriors
mullich01,"$2,844,000",1995-96,1996,1995,Golden State Warriors
mullich01,"$2,844,000",1996-97,1997,1996,Golden State Warriors
mullich01,"$2,941,500",1997-98,1998,1997,Indiana Pacers
mullich01,"$3,510,000",1998-99,1999,1998,Indiana Pacers
mullich01,"$4,079,100",1999-00,2000,1999,Indiana Pacers
mullich01,"$3,650,000",2000-01,2001,2000,Indiana Pacers
mullich01,"$1,000,000",2000-01,2001,2000,Golden State Warriors
mundtto01,"$9,660",1994-95,1995,1994,Milwaukee Bucks
mundtto01,"$225,000",1995-96,1996,1995,Atlanta Hawks
murdoer01,"$600,000",1991-92,1992,1991,Utah Jazz
murdoer01,"$700,000",1992-93,1993,1992,Milwaukee Bucks
murdoer01,"$800,000",1993-94,1994,1993,Milwaukee Bucks
murdoer01,"$1,000,000",1994-95,1995,1994,Milwaukee Bucks
murdoer01,"$2,000,000",1995-96,1996,1995,Vancouver Grizzlies
murdoer01,"$272,250",1997-98,1998,1997,Miami Heat
murdoer01,"$1,750,000",1998-99,1999,1998,New Jersey Nets
murdoer01,"$1,925,000",1999-00,2000,1999,Los Angeles Clippers
murdoer01,"$2,100,000",2000-01,2001,2000,Detroit Pistons
muresgh01,"$500,000",1993-94,1994,1993,Washington Bullets
muresgh01,"$1,150,000",1994-95,1995,1994,Washington Bullets
muresgh01,"$1,963,000",1995-96,1996,1995,Washington Bullets
muresgh01,"$2,363,000",1996-97,1997,1996,Washington Bullets
muresgh01,"$1,887,500",1997-98,1998,1997,Washington Wizards
muresgh01,"$475,000",1998-99,1999,1998,New Jersey Nets
muresgh01,"$510,000",1999-00,2000,1999,New Jersey Nets
murpher01,"$100,000",2014-15,2015,2014,Boston Celtics
murphja01,"$130,000",1985-86,1986,1985,Los Angeles Clippers
murphja01,"$150,000",1987-88,1988,1987,Washington Bullets
murphke01,"$473,604",2012-13,2013,2012,Utah Jazz
murphke01,"$65,000",2014-15,2015,2014,Utah Jazz
murphro01,"$191,666",1987-88,1988,1987,Portland Trail Blazers
murphto01,"$590,000",1990-91,1991,1990,Minnesota Timberwolves
murphto01,"$760,000",1991-92,1992,1991,Minnesota Timberwolves
murphto01,"$500,000",1992-93,1993,1992,Houston Rockets
murphto01,"$20,000",1993-94,1994,1993,Detroit Pistons
murphtr01,"$1,310,400",2001-02,2002,2001,Golden State Warriors
murphtr01,"$1,408,680",2002-03,2003,2002,Golden State Warriors
murphtr01,"$1,506,960",2003-04,2004,2003,Golden State Warriors
murphtr01,"$2,231,808",2004-05,2005,2004,Golden State Warriors
murphtr01,"$7,365,079",2005-06,2006,2005,Golden State Warriors
murphtr01,"$8,285,714",2006-07,2007,2006,Indiana Pacers
murphtr01,"$9,206,349",2007-08,2008,2007,Indiana Pacers
murphtr01,"$10,126,984",2008-09,2009,2008,Indiana Pacers
murphtr01,"$11,047,619",2009-10,2010,2009,Indiana Pacers
murphtr01,"$11,968,253",2010-11,2011,2010,Golden State Warriors
murphtr01,"$1,352,181",2011-12,2012,2011,Los Angeles Lakers
murphtr01,"$214,758",2012-13,2013,2012,Dallas Mavericks
murrade01,"$1,180,080",2016-17,2017,2016,San Antonio Spurs
murrade01,"$1,312,611",2017-18,2018,2017,San Antonio Spurs
murraja01,"$3,210,840",2016-17,2017,2016,Denver Nuggets
murraja01,"$3,355,320",2017-18,2018,2017,Denver Nuggets
murrala01,"$2,000,000",1994-95,1995,1994,Los Angeles Clippers
murrala01,"$2,400,000",1995-96,1996,1995,Los Angeles Clippers
murrala01,"$2,700,000",1996-97,1997,1996,Los Angeles Clippers
murrala01,"$2,900,000",1997-98,1998,1997,Los Angeles Clippers
murrala01,"$3,500,000",1998-99,1999,1998,Los Angeles Clippers
murrala01,"$3,000,000",1999-00,2000,1999,Cleveland Cavaliers
murrala01,"$3,380,000",2000-01,2001,2000,Cleveland Cavaliers
murrala01,"$3,750,000",2001-02,2002,2001,Cleveland Cavaliers
murrala01,"$4,125,000",2002-03,2003,2002,Toronto Raptors
murrala01,"$4,500,000",2003-04,2004,2003,Toronto Raptors
murrala01,"$4,875,000",2004-05,2005,2004,Toronto Raptors
murrala01,"$5,250,000",2005-06,2006,2005,Toronto Raptors
murrala01,"$1,138,500",2005-06,2006,2005,New Jersey Nets
murraro01,"$349,458",2002-03,2003,2002,Milwaukee Bucks
murraro01,"$563,679",2003-04,2004,2003,Seattle SuperSonics
murraro01,"$695,046",2004-05,2005,2004,Seattle SuperSonics
murraro01,"$895,248",2005-06,2006,2005,Seattle SuperSonics
murraro01,"$1,750,000",2006-07,2007,2006,Detroit Pistons
murraro01,"$1,890,000",2007-08,2008,2007,Detroit Pistons
murraro01,"$1,500,000",2008-09,2009,2008,Atlanta Hawks
murraro01,"$1,990,000",2009-10,2010,2009,Chicago Bulls
murratr01,"$725,000",1992-93,1993,1992,Portland Trail Blazers
murratr01,"$943,000",1993-94,1994,1993,Portland Trail Blazers
murratr01,"$1,160,000",1994-95,1995,1994,Portland Trail Blazers
murratr01,"$250,000",1995-96,1996,1995,Toronto Raptors
murratr01,"$1,700,000",1996-97,1997,1996,Washington Bullets
murratr01,"$2,040,000",1997-98,1998,1997,Washington Wizards
murratr01,"$2,380,000",1998-99,1999,1998,Washington Wizards
murratr01,"$2,720,000",1999-00,2000,1999,Washington Wizards
murratr01,"$3,060,000",2000-01,2001,2000,Denver Nuggets
murratr01,"$3,400,000",2001-02,2002,2001,Toronto Raptors
murratr01,"$3,740,000",2002-03,2003,2002,Los Angeles Lakers
murratr01,"$143,537",2003-04,2004,2003,Portland Trail Blazers
murryto01,"$250,000",2014-15,2015,2014,Utah Jazz
murryto01,"$96,056",2014-15,2015,2014,Washington Wizards
muscami01,"$816,482",2014-15,2015,2014,Atlanta Hawks
muscami01,"$947,276",2015-16,2016,2015,Atlanta Hawks
muscami01,"$1,015,696",2016-17,2017,2016,Atlanta Hawks
muscami01,"$5,000,000",2017-18,2018,2017,Atlanta Hawks
mustaje01,"$565,000",1990-91,1991,1990,New York Knicks
mustaje01,"$735,000",1991-92,1992,1991,Phoenix Suns
mustaje01,"$904,000",1992-93,1993,1992,Phoenix Suns
mustaje01,"$1,073,000",1993-94,1994,1993,Phoenix Suns
mutomdi01,"$2,005,000",1991-92,1992,1991,Denver Nuggets
mutomdi01,"$2,400,000",1992-93,1993,1992,Denver Nuggets
mutomdi01,"$3,000,000",1993-94,1994,1993,Denver Nuggets
mutomdi01,"$3,100,000",1994-95,1995,1994,Denver Nuggets
mutomdi01,"$3,250,000",1995-96,1996,1995,Denver Nuggets
mutomdi01,"$8,013,000",1996-97,1997,1996,Atlanta Hawks
mutomdi01,"$9,615,187",1997-98,1998,1997,Atlanta Hawks
mutomdi01,"$11,218,000",1998-99,1999,1998,Atlanta Hawks
mutomdi01,"$12,820,249",1999-00,2000,1999,Atlanta Hawks
mutomdi01,"$14,400,000",2000-01,2001,2000,Atlanta Hawks
mutomdi01,"$14,315,790",2001-02,2002,2001,Philadelphia 76ers
mutomdi01,"$16,105,264",2002-03,2003,2002,New Jersey Nets
mutomdi01,"$13,626,624",2003-04,2004,2003,New Jersey Nets
mutomdi01,"$4,087,667",2003-04,2004,2003,New York Knicks
mutomdi01,"$14,989,285",2004-05,2005,2004,New Jersey Nets
mutomdi01,"$4,496,434",2004-05,2005,2004,Houston Rockets
mutomdi01,"$2,000,000",2005-06,2006,2005,Houston Rockets
mutomdi01,"$2,210,000",2006-07,2007,2006,Houston Rockets
mutomdi01,"$1,219,590",2007-08,2008,2007,Houston Rockets
mutomdi01,"$794,491",2008-09,2009,2008,Houston Rockets
muursma01,"$401,000",1996-97,1997,1996,Miami Heat
muursma01,"$675,120",1997-98,1998,1997,Dallas Mavericks
muursma01,"$763,200",1998-99,1999,1998,Chicago Bulls
myerspe01,"$75,000",1987-88,1988,1987,San Antonio Spurs
myerspe01,"$150,000",1993-94,1994,1993,Chicago Bulls
myerspe01,"$545,000",1994-95,1995,1994,Chicago Bulls
myerspe01,"$600,000",1995-96,1996,1995,Miami Heat
myerspe01,"$272,250",1997-98,1998,1997,New York Knicks
ndiayha01,"$473,604",2010-11,2011,2010,Washington Wizards
ndiayha01,"$270,427",2011-12,2012,2011,Washington Wizards
ndiayma01,"$287,500",1998-99,1999,1998,Vancouver Grizzlies
ndiayma01,"$385,000",1999-00,2000,1999,Orlando Magic
ndiayma02,"$737,880",2000-01,2001,2000,Denver Nuggets
ndiayma02,"$793,200",2001-02,2002,2001,Toronto Raptors
ndiayma02,"$848,520",2002-03,2003,2002,Toronto Raptors
ndiayma02,"$750,000",2004-05,2005,2004,Los Angeles Clippers
ndongbo01,"$398,762",2005-06,2006,2005,Los Angeles Clippers
ndongbo01,"$839,209",2006-07,2007,2006,Los Angeles Clippers
nachbbo01,"$1,224,000",2002-03,2003,2002,Houston Rockets
nachbbo01,"$1,396,440",2003-04,2004,2003,Houston Rockets
nachbbo01,"$1,493,880",2004-05,2005,2004,Houston Rockets
nachbbo01,"$2,500,000",2005-06,2006,2005,New Orleans/Oklahoma City Hornets
nachbbo01,"$2,500,000",2006-07,2007,2006,New Jersey Nets
nachbbo01,"$2,500,000",2007-08,2008,2007,New Jersey Nets
naderab01,"$1,167,333",2017-18,2018,2017,Boston Celtics
nailole01,"$316,969",2000-01,2001,2000,Charlotte Hornets
nailole01,"$465,850",2001-02,2002,2001,Charlotte Hornets
nailole01,"$587,435",2002-03,2003,2002,New York Knicks
nailole01,"$745,046",2004-05,2005,2004,New Orleans Hornets
nailole01,"$835,810",2005-06,2006,2005,Philadelphia 76ers
najered01,"$316,969",2000-01,2001,2000,Dallas Mavericks
najered01,"$465,850",2001-02,2002,2001,Dallas Mavericks
najered01,"$3,047,620",2002-03,2003,2002,Dallas Mavericks
najered01,"$3,428,572",2003-04,2004,2003,Dallas Mavericks
najered01,"$3,809,524",2004-05,2005,2004,Golden State Warriors
najered01,"$4,190,476",2005-06,2006,2005,Denver Nuggets
najered01,"$4,571,428",2006-07,2007,2006,Denver Nuggets
najered01,"$4,952,380",2007-08,2008,2007,Denver Nuggets
najered01,"$3,250,000",2008-09,2009,2008,New Jersey Nets
najered01,"$3,100,000",2009-10,2010,2009,Dallas Mavericks
najered01,"$3,000,000",2010-11,2011,2010,Charlotte Bobcats
najered01,"$2,750,000",2011-12,2012,2011,Charlotte Bobcats
nancela01,"$400,000",1984-85,1985,1984,Phoenix Suns
nancela01,"$500,000",1985-86,1986,1985,Phoenix Suns
nancela01,"$625,000",1987-88,1988,1987,Cleveland Cavaliers
nancela01,"$800,000",1988-89,1989,1988,Cleveland Cavaliers
nancela01,"$1,000,000",1989-90,1990,1989,Cleveland Cavaliers
nancela01,"$1,260,000",1990-91,1991,1990,Cleveland Cavaliers
nancela01,"$1,363,000",1991-92,1992,1991,Cleveland Cavaliers
nancela01,"$2,775,000",1992-93,1993,1992,Cleveland Cavaliers
nancela01,"$2,840,000",1993-94,1994,1993,Cleveland Cavaliers
nancela02,"$1,155,600",2015-16,2016,2015,Los Angeles Lakers
nancela02,"$1,207,680",2016-17,2017,2016,Los Angeles Lakers
nancela02,"$1,471,382",2017-18,2018,2017,Cleveland Cavaliers
napiesh01,"$1,238,640",2014-15,2015,2014,Miami Heat
napiesh01,"$1,294,440",2015-16,2016,2015,Orlando Magic
napiesh01,"$1,350,120",2016-17,2017,2016,Portland Trail Blazers
napiesh01,"$2,361,360",2017-18,2018,2017,Portland Trail Blazers
nashst01,"$916,000",1996-97,1997,1996,Phoenix Suns
nashst01,"$1,053,360",1997-98,1998,1997,Phoenix Suns
nashst01,"$1,190,760",1998-99,1999,1998,Dallas Mavericks
nashst01,"$5,500,000",1999-00,2000,1999,Dallas Mavericks
nashst01,"$5,500,000",2000-01,2001,2000,Dallas Mavericks
nashst01,"$5,750,000",2001-02,2002,2001,Dallas Mavericks
nashst01,"$5,750,000",2002-03,2003,2002,Dallas Mavericks
nashst01,"$5,750,000",2003-04,2004,2003,Dallas Mavericks
nashst01,"$8,750,000",2004-05,2005,2004,Phoenix Suns
nashst01,"$9,625,000",2005-06,2006,2005,Phoenix Suns
nashst01,"$10,500,000",2006-07,2007,2006,Phoenix Suns
nashst01,"$11,375,000",2007-08,2008,2007,Phoenix Suns
nashst01,"$12,250,000",2008-09,2009,2008,Phoenix Suns
nashst01,"$13,125,000",2009-10,2010,2009,Phoenix Suns
nashst01,"$10,310,938",2010-11,2011,2010,Phoenix Suns
nashst01,"$11,689,062",2011-12,2012,2011,Phoenix Suns
nashst01,"$8,900,000",2012-13,2013,2012,Los Angeles Lakers
nashst01,"$9,300,500",2013-14,2014,2013,Los Angeles Lakers
nashst01,"$9,701,000",2014-15,2015,2014,Los Angeles Lakers
nattca01,"$708,000",1984-85,1985,1984,Denver Nuggets
nattca01,"$758,000",1985-86,1986,1985,Denver Nuggets
nattca01,"$808,000",1987-88,1988,1987,Denver Nuggets
nattca01,"$408,000",1988-89,1989,1988,Denver Nuggets
navarju01,"$538,090",2007-08,2008,2007,Memphis Grizzlies
ndourma01,"$525,094",2015-16,2016,2015,Dallas Mavericks
ndourma01,"$543,471",2016-17,2017,2016,New York Knicks
ndourma01,"$437,318",2016-17,2017,2016,Dallas Mavericks
nealcr01,"$100,000",1988-89,1989,1988,Portland Trail Blazers
nealga01,"$525,000",2010-11,2011,2010,San Antonio Spurs
nealga01,"$762,195",2011-12,2012,2011,San Antonio Spurs
nealga01,"$854,389",2012-13,2013,2012,San Antonio Spurs
nealga01,"$3,250,000",2013-14,2014,2013,Milwaukee Bucks
nealga01,"$3,250,000",2014-15,2015,2014,Minnesota Timberwolves
nealga01,"$2,100,000",2015-16,2016,2015,Washington Wizards
nealga01,"$72,193",2016-17,2017,2016,Atlanta Hawks
nealyed01,"$100,000",1987-88,1988,1987,San Antonio Spurs
nealyed01,"$150,000",1988-89,1989,1988,Phoenix Suns
nealyed01,"$550,000",1990-91,1991,1990,Phoenix Suns
nealyed01,"$650,000",1991-92,1992,1991,Phoenix Suns
nealyed01,"$800,000",1992-93,1993,1992,Phoenix Suns
nedovne01,"$1,056,720",2013-14,2014,2013,Golden State Warriors
nedovne01,"$1,104,240",2014-15,2015,2014,Golden State Warriors
nelsode01,"$182,047",2008-09,2009,2008,Golden State Warriors
nelsoja01,"$1,106,160",2004-05,2005,2004,Orlando Magic
nelsoja01,"$1,189,200",2005-06,2006,2005,Orlando Magic
nelsoja01,"$1,272,120",2006-07,2007,2006,Orlando Magic
nelsoja01,"$1,961,609",2007-08,2008,2007,Orlando Magic
nelsoja01,"$7,700,000",2008-09,2009,2008,Orlando Magic
nelsoja01,"$6,138,888",2009-10,2010,2009,Orlando Magic
nelsoja01,"$7,800,000",2010-11,2011,2010,Orlando Magic
nelsoja01,"$7,800,000",2011-12,2012,2011,Orlando Magic
nelsoja01,"$8,600,000",2012-13,2013,2012,Orlando Magic
nelsoja01,"$8,600,000",2013-14,2014,2013,Orlando Magic
nelsoja01,"$2,732,000",2014-15,2015,2014,Denver Nuggets
nelsoja01,"$4,500,000",2015-16,2016,2015,Denver Nuggets
nelsoja01,"$4,540,525",2016-17,2017,2016,Denver Nuggets
nelsoja01,"$4,736,050",2017-18,2018,2017,Denver Nuggets
nelsoja01,"$1,429,818",2017-18,2018,2017,Detroit Pistons
nembhru01,"$50,000",1997-98,1998,1997,Miami Heat
nesbyty01,"$287,500",1998-99,1999,1998,Los Angeles Clippers
nesbyty01,"$2,716,667",1999-00,2000,1999,Los Angeles Clippers
nesbyty01,"$2,990,000",2000-01,2001,2000,Washington Wizards
nesbyty01,"$3,260,000",2001-02,2002,2001,Washington Wizards
nestera01,"$1,050,240",1999-00,2000,1999,Minnesota Timberwolves
nestera01,"$1,123,560",2000-01,2001,2000,Minnesota Timberwolves
nestera01,"$1,725,788",2001-02,2002,2001,Minnesota Timberwolves
nestera01,"$2,436,813",2002-03,2003,2002,Minnesota Timberwolves
nestera01,"$5,600,000",2003-04,2004,2003,San Antonio Spurs
nestera01,"$6,160,000",2004-05,2005,2004,San Antonio Spurs
nestera01,"$6,720,000",2005-06,2006,2005,San Antonio Spurs
nestera01,"$7,280,000",2006-07,2007,2006,Toronto Raptors
nestera01,"$7,840,000",2007-08,2008,2007,Toronto Raptors
nestera01,"$8,400,000",2008-09,2009,2008,Indiana Pacers
nestera01,"$1,990,000",2009-10,2010,2009,Toronto Raptors
netora01,"$1,000,000",2015-16,2016,2015,Utah Jazz
netora01,"$937,800",2016-17,2017,2016,Utah Jazz
netora01,"$1,471,382",2017-18,2018,2017,Utah Jazz
nevitch01,"$70,000",1985-86,1986,1985,Detroit Pistons
nevitch01,"$160,000",1987-88,1988,1987,Detroit Pistons
nevitch01,"$200,000",1988-89,1989,1988,Houston Rockets
nevitch01,"$118,000",1991-92,1992,1991,Chicago Bulls
newbiiv01,"$150,000",1994-95,1995,1994,Detroit Pistons
newbiiv01,"$247,500",1996-97,1997,1996,Atlanta Hawks
newbiiv01,"$272,250",1997-98,1998,1997,Vancouver Grizzlies
newblir01,"$316,969",2000-01,2001,2000,San Antonio Spurs
newblir01,"$587,435",2002-03,2003,2002,Atlanta Hawks
newblir01,"$2,458,500",2003-04,2004,2003,Cleveland Cavaliers
newblir01,"$2,704,350",2004-05,2005,2004,Cleveland Cavaliers
newblir01,"$2,950,200",2005-06,2006,2005,Cleveland Cavaliers
newblir01,"$3,196,050",2006-07,2007,2006,Cleveland Cavaliers
newblir01,"$3,441,900",2007-08,2008,2007,Seattle SuperSonics
newmajo01,"$275,000",1987-88,1988,1987,New York Knicks
newmajo01,"$525,000",1988-89,1989,1988,New York Knicks
newmajo01,"$1,200,000",1990-91,1991,1990,Charlotte Hornets
newmajo01,"$1,206,000",1991-92,1992,1991,Charlotte Hornets
newmajo01,"$1,175,000",1992-93,1993,1992,Charlotte Hornets
newmajo01,"$1,435,000",1993-94,1994,1993,New Jersey Nets
newmajo01,"$300,000",1994-95,1995,1994,Milwaukee Bucks
newmajo01,"$1,100,000",1995-96,1996,1995,Milwaukee Bucks
newmajo01,"$1,225,000",1996-97,1997,1996,Milwaukee Bucks
newmajo01,"$1,325,000",1997-98,1998,1997,Denver Nuggets
newmajo01,"$1,000,000",1998-99,1999,1998,Cleveland Cavaliers
newmajo01,"$1,100,000",1999-00,2000,1999,New Jersey Nets
newmajo01,"$2,000,000",2000-01,2001,2000,New Jersey Nets
newmajo01,"$1,675,000",2001-02,2002,2001,Phoenix Suns
newmajo01,"$1,000,000",2001-02,2002,2001,Dallas Mavericks
nichode01,"$427,163",2007-08,2008,2007,Chicago Bulls
nichode01,"$87,893",2008-09,2009,2008,Chicago Bulls
nichoan01,"$1,418,160",2012-13,2013,2012,Orlando Magic
nichoan01,"$1,482,000",2013-14,2014,2013,Orlando Magic
nichoan01,"$1,545,840",2014-15,2015,2014,Orlando Magic
nichoan01,"$2,380,594",2015-16,2016,2015,Orlando Magic
nichoan01,"$6,088,993",2016-17,2017,2016,Brooklyn Nets
nichoan01,"$2,844,429",2017-18,2018,2017,Portland Trail Blazers
nickega01,"$152,900",1996-97,1997,1996,San Antonio Spurs
nimphku01,"$250,000",1984-85,1985,1984,Dallas Mavericks
nimphku01,"$225,000",1985-86,1986,1985,Los Angeles Clippers
nimphku01,"$310,000",1987-88,1988,1987,San Antonio Spurs
nixonno01,"$408,000",1984-85,1985,1984,Los Angeles Clippers
nixonno01,"$650,000",1985-86,1986,1985,Los Angeles Clippers
nixonno01,"$985,000",1987-88,1988,1987,Los Angeles Clippers
nixonno01,"$985,000",1988-89,1989,1988,Los Angeles Clippers
noahjo01,"$2,135,400",2007-08,2008,2007,Chicago Bulls
noahjo01,"$2,295,480",2008-09,2009,2008,Chicago Bulls
noahjo01,"$2,455,680",2009-10,2010,2009,Chicago Bulls
noahjo01,"$3,128,536",2010-11,2011,2010,Chicago Bulls
noahjo01,"$12,000,000",2011-12,2012,2011,Chicago Bulls
noahjo01,"$11,300,000",2012-13,2013,2012,Chicago Bulls
noahjo01,"$11,100,000",2013-14,2014,2013,Chicago Bulls
noahjo01,"$12,200,000",2014-15,2015,2014,Chicago Bulls
noahjo01,"$13,400,000",2015-16,2016,2015,Chicago Bulls
noahjo01,"$17,000,000",2016-17,2017,2016,New York Knicks
noahjo01,"$17,765,000",2017-18,2018,2017,New York Knicks
nocioan01,"$2,525,000",2004-05,2005,2004,Chicago Bulls
nocioan01,"$2,775,000",2005-06,2006,2005,Chicago Bulls
nocioan01,"$3,950,000",2006-07,2007,2006,Chicago Bulls
nocioan01,"$8,500,000",2007-08,2008,2007,Chicago Bulls
nocioan01,"$8,000,000",2008-09,2009,2008,Sacramento Kings
nocioan01,"$7,500,000",2009-10,2010,2009,Sacramento Kings
nocioan01,"$6,850,000",2010-11,2011,2010,Philadelphia 76ers
nocioan01,"$6,650,000",2011-12,2012,2011,Philadelphia 76ers
noelda01,"$412,718",2006-07,2007,2006,Milwaukee Bucks
