player_id,salary,season,season_end,season_start,team
boothca01,"$301,875",1999-00,2000,1999,Washington Wizards
boothca01,"$423,500",2000-01,2001,2000,Washington Wizards
boothca01,"$4,539,000",2001-02,2002,2001,Seattle SuperSonics
boothca01,"$4,992,900",2002-03,2003,2002,Seattle SuperSonics
boothca01,"$5,446,800",2003-04,2004,2003,Seattle SuperSonics
boothca01,"$5,900,700",2004-05,2005,2004,Dallas Mavericks
boothca01,"$6,354,600",2005-06,2006,2005,Milwaukee Bucks
boothca01,"$900,498",2005-06,2006,2005,Washington Wizards
boothca01,"$6,629,891",2006-07,2007,2006,Milwaukee Bucks
boothca01,"$998,967",2006-07,2007,2006,Washington Wizards
boothca01,"$1,103,225",2007-08,2008,2007,Philadelphia 76ers
boothca01,"$1,319,651",2008-09,2009,2008,Sacramento Kings
boothke01,"$597,600",1997-98,1998,1997,Chicago Bulls
boothke01,"$687,240",1998-99,1999,1998,Chicago Bulls
boothke01,"$776,880",1999-00,2000,1999,Chicago Bulls
boozeca01,"$349,458",2002-03,2003,2002,Cleveland Cavaliers
boozeca01,"$563,679",2003-04,2004,2003,Cleveland Cavaliers
boozeca01,"$10,967,500",2004-05,2005,2004,Utah Jazz
boozeca01,"$11,593,816",2005-06,2006,2005,Utah Jazz
boozeca01,"$11,260,483",2006-07,2007,2006,Utah Jazz
boozeca01,"$11,260,483",2007-08,2008,2007,Utah Jazz
boozeca01,"$11,593,817",2008-09,2009,2008,Utah Jazz
boozeca01,"$13,520,500",2009-10,2010,2009,Utah Jazz
boozeca01,"$14,400,000",2010-11,2011,2010,Chicago Bulls
boozeca01,"$13,500,000",2011-12,2012,2011,Chicago Bulls
boozeca01,"$15,000,000",2012-13,2013,2012,Chicago Bulls
boozeca01,"$15,300,000",2013-14,2014,2013,Chicago Bulls
boozeca01,"$13,550,000",2014-15,2015,2014,Chicago Bulls
boozeca01,"$3,250,000",2014-15,2015,2014,Los Angeles Lakers
borchcu01,"$1,113,720",2002-03,2003,2002,Utah Jazz
borchcu01,"$1,187,240",2003-04,2004,2003,Utah Jazz
borchcu01,"$1,280,880",2004-05,2005,2004,Utah Jazz
borchcu01,"$1,969,993",2005-06,2006,2005,Boston Celtics
borrela01,"$301,875",1999-00,2000,1999,Seattle SuperSonics
boshch01,"$2,911,320",2003-04,2004,2003,Toronto Raptors
boshch01,"$3,129,720",2004-05,2005,2004,Toronto Raptors
boshch01,"$3,348,000",2005-06,2006,2005,Toronto Raptors
boshch01,"$4,235,220",2006-07,2007,2006,Toronto Raptors
boshch01,"$12,455,000",2007-08,2008,2007,Toronto Raptors
boshch01,"$14,410,581",2008-09,2009,2008,Toronto Raptors
boshch01,"$15,779,912",2009-10,2010,2009,Toronto Raptors
boshch01,"$14,500,000",2010-11,2011,2010,Miami Heat
boshch01,"$16,022,500",2011-12,2012,2011,Miami Heat
boshch01,"$17,545,000",2012-13,2013,2012,Miami Heat
boshch01,"$19,067,500",2013-14,2014,2013,Miami Heat
boshch01,"$20,644,400",2014-15,2015,2014,Miami Heat
boshch01,"$22,192,730",2015-16,2016,2015,Miami Heat
boshch01,"$23,741,060",2016-17,2017,2016,Miami Heat
boshch01,"$25,289,390",2017-18,2018,2017,Miami Heat
bosweto01,"$65,000",1984-85,1985,1984,
boumtru01,"$332,817",2001-02,2002,2001,Portland Trail Blazers
boumtru01,"$512,435",2002-03,2003,2002,Portland Trail Blazers
boumtru01,"$663,679",2003-04,2004,2003,Portland Trail Blazers
bowdlca01,"$1,025,880",1999-00,2000,1999,Atlanta Hawks
bowdlca01,"$1,102,800",2000-01,2001,2000,Atlanta Hawks
bowdlca01,"$1,179,720",2001-02,2002,2001,Atlanta Hawks
bowenbr01,"$422,500",1997-98,1998,1997,Boston Celtics
bowenbr01,"$507,000",1998-99,1999,1998,Boston Celtics
bowenbr01,"$510,000",1999-00,2000,1999,Chicago Bulls
bowenbr01,"$733,000",2000-01,2001,2000,Miami Heat
bowenbr01,"$715,850",2001-02,2002,2001,San Antonio Spurs
bowenbr01,"$3,550,000",2002-03,2003,2002,San Antonio Spurs
bowenbr01,"$3,650,000",2003-04,2004,2003,San Antonio Spurs
bowenbr01,"$3,000,000",2004-05,2005,2004,San Antonio Spurs
bowenbr01,"$3,375,000",2005-06,2006,2005,San Antonio Spurs
bowenbr01,"$3,750,000",2006-07,2007,2006,San Antonio Spurs
bowenbr01,"$4,125,000",2007-08,2008,2007,San Antonio Spurs
bowenbr01,"$4,000,000",2008-09,2009,2008,San Antonio Spurs
bowenbr01,"$2,000,000",2009-10,2010,2009,Milwaukee Bucks
bowenry01,"$301,875",1999-00,2000,1999,Denver Nuggets
bowenry01,"$510,000",2000-01,2001,2000,Denver Nuggets
bowenry01,"$630,850",2001-02,2002,2001,Denver Nuggets
bowenry01,"$1,111,111",2002-03,2003,2002,Denver Nuggets
bowenry01,"$1,250,000",2003-04,2004,2003,Denver Nuggets
bowenry01,"$807,046",2004-05,2005,2004,Houston Rockets
bowenry01,"$900,498",2005-06,2006,2005,Houston Rockets
bowenry01,"$998,967",2006-07,2007,2006,Houston Rockets
bowenry01,"$1,033,930",2007-08,2008,2007,New Orleans Hornets
bowenry01,"$1,141,838",2008-09,2009,2008,New Orleans Hornets
bowenry01,"$209,592",2009-10,2010,2009,Oklahoma City Thunder
bowiean01,"$900,000",1992-93,1993,1992,Orlando Magic
bowiean01,"$900,000",1993-94,1994,1993,Orlando Magic
bowiean01,"$900,000",1994-95,1995,1994,Orlando Magic
bowiean01,"$370,000",1995-96,1996,1995,Orlando Magic
bowiesa01,"$400,000",1985-86,1986,1985,Portland Trail Blazers
bowiesa01,"$1,055,000",1987-88,1988,1987,Portland Trail Blazers
bowiesa01,"$1,080,000",1988-89,1989,1988,Portland Trail Blazers
bowiesa01,"$1,200,000",1989-90,1990,1989,New Jersey Nets
bowiesa01,"$2,000,000",1990-91,1991,1990,New Jersey Nets
bowiesa01,"$2,000,000",1991-92,1992,1991,New Jersey Nets
bowiesa01,"$2,600,000",1992-93,1993,1992,New Jersey Nets
bowiesa01,"$3,200,000",1993-94,1994,1993,Los Angeles Lakers
bowiesa01,"$3,200,000",1994-95,1995,1994,Los Angeles Lakers
bowmair01,"$4,529",1999-00,2000,1999,Dallas Mavericks
bowmair01,"$19,787",2001-02,2002,2001,Philadelphia 76ers
boycedo01,"$250,000",1995-96,1996,1995,Atlanta Hawks
boycedo01,"$247,500",1996-97,1997,1996,Atlanta Hawks
boykiea01,"$287,500",1998-99,1999,1998,Cleveland Cavaliers
boykiea01,"$88,324",1999-00,2000,1999,Orlando Magic
boykiea01,"$498,500",2000-01,2001,2000,Los Angeles Clippers
boykiea01,"$650,000",2001-02,2002,2001,Los Angeles Clippers
boykiea01,"$715,000",2002-03,2003,2002,Los Angeles Clippers
boykiea01,"$528,605",2002-03,2003,2002,Golden State Warriors
boykiea01,"$2,500,000",2003-04,2004,2003,Denver Nuggets
boykiea01,"$2,500,000",2004-05,2005,2004,Denver Nuggets
boykiea01,"$2,750,000",2005-06,2006,2005,Denver Nuggets
boykiea01,"$2,950,000",2006-07,2007,2006,Milwaukee Bucks
boykiea01,"$533,572",2007-08,2008,2007,Charlotte Bobcats
boykiea01,"$1,191,180",2009-10,2010,2009,Washington Wizards
boykiea01,"$1,352,181",2010-11,2011,2010,Milwaukee Bucks
bozemce01,"$412,718",2006-07,2007,2006,Atlanta Hawks
brackcr01,"$1,306,920",2010-11,2011,2010,Philadelphia 76ers
brackcr01,"$1,404,960",2011-12,2012,2011,Philadelphia 76ers
bradlav01,"$1,418,160",2010-11,2011,2010,Boston Celtics
bradlav01,"$1,524,480",2011-12,2012,2011,Boston Celtics
bradlav01,"$1,630,800",2012-13,2013,2012,Boston Celtics
bradlav01,"$2,511,432",2013-14,2014,2013,Boston Celtics
bradlav01,"$7,191,011",2014-15,2015,2014,Boston Celtics
bradlav01,"$7,730,337",2015-16,2016,2015,Boston Celtics
bradlav01,"$8,269,663",2016-17,2017,2016,Boston Celtics
bradlav01,"$8,808,989",2017-18,2018,2017,Los Angeles Clippers
bradldu01,"$100,000",1985-86,1986,1985,Washington Bullets
bradldu01,"$75,000",1987-88,1988,1987,New Jersey Nets
bradldu01,"$100,000",1988-89,1989,1988,Atlanta Hawks
bradlmi01,"$1,123,560",2001-02,2002,2001,Toronto Raptors
bradlmi01,"$1,207,800",2002-03,2003,2002,Toronto Raptors
bradlmi01,"$1,292,040",2003-04,2004,2003,Toronto Raptors
bradlmi01,"$720,046",2004-05,2005,2004,Orlando Magic
bradlmi01,"$819,550",2005-06,2006,2005,Philadelphia 76ers
bradlsh01,"$2,700,000",1993-94,1994,1993,Philadelphia 76ers
bradlsh01,"$3,510,000",1994-95,1995,1994,Philadelphia 76ers
bradlsh01,"$4,320,000",1995-96,1996,1995,New Jersey Nets
bradlsh01,"$5,130,000",1996-97,1997,1996,New Jersey Nets
bradlsh01,"$5,940,000",1997-98,1998,1997,Dallas Mavericks
bradlsh01,"$6,750,000",1998-99,1999,1998,Dallas Mavericks
bradlsh01,"$7,560,000",1999-00,2000,1999,Dallas Mavericks
bradlsh01,"$8,370,000",2000-01,2001,2000,Dallas Mavericks
bradlsh01,"$4,500,000",2001-02,2002,2001,Dallas Mavericks
bradlsh01,"$4,000,000",2002-03,2003,2002,Dallas Mavericks
bradlsh01,"$3,500,000",2003-04,2004,2003,Dallas Mavericks
bradlsh01,"$4,000,000",2004-05,2005,2004,Dallas Mavericks
bradlsh01,"$4,500,000",2005-06,2006,2005,Dallas Mavericks
bradlsh01,"$4,800,000",2006-07,2007,2006,Dallas Mavericks
bradlto01,"$1,414,920",2017-18,2018,2017,Utah Jazz
bradtma01,"$247,500",1996-97,1997,1996,Philadelphia 76ers
braggma01,"$225,000",1995-96,1996,1995,Minnesota Timberwolves
braggto01,"$316,969",2000-01,2001,2000,Detroit Pistons
braggto01,"$53,697",2003-04,2004,2003,Houston Rockets
bramlaj01,"$118,974",1999-00,2000,1999,Cleveland Cavaliers
brancad01,"$150,000",1988-89,1989,1988,Portland Trail Blazers
brandel01,"$3,375,960",1999-00,2000,1999,Chicago Bulls
brandel01,"$3,629,160",2000-01,2001,2000,Chicago Bulls
brandel01,"$3,882,360",2001-02,2002,2001,Los Angeles Clippers
brandel01,"$4,895,656",2002-03,2003,2002,Los Angeles Clippers
brandel01,"$10,960,000",2003-04,2004,2003,Los Angeles Clippers
brandel01,"$12,056,000",2004-05,2005,2004,Los Angeles Clippers
brandel01,"$13,152,000",2005-06,2006,2005,Los Angeles Clippers
brandel01,"$14,248,000",2006-07,2007,2006,Los Angeles Clippers
brandel01,"$15,344,000",2007-08,2008,2007,Los Angeles Clippers
brandel01,"$13,757,844",2008-09,2009,2008,Philadelphia 76ers
brandel01,"$14,858,471",2009-10,2010,2009,Philadelphia 76ers
brandel01,"$15,959,099",2010-11,2011,2010,Philadelphia 76ers
brandel01,"$17,059,727",2011-12,2012,2011,Philadelphia 76ers
brandel01,"$16,059,854",2012-13,2013,2012,Philadelphia 76ers
brandel01,"$2,100,500",2012-13,2013,2012,Dallas Mavericks
brandel01,"$4,000,000",2013-14,2014,2013,Atlanta Hawks
brandel01,"$2,000,000",2014-15,2015,2014,Atlanta Hawks
brandel01,"$890,693",2015-16,2016,2015,Philadelphia 76ers
brandel01,"$1,000,000",2016-17,2017,2016,Philadelphia 76ers
brandte01,"$525,000",1991-92,1992,1991,Cleveland Cavaliers
brandte01,"$682,000",1992-93,1993,1992,Cleveland Cavaliers
brandte01,"$840,000",1993-94,1994,1993,Cleveland Cavaliers
brandte01,"$997,000",1994-95,1995,1994,Cleveland Cavaliers
brandte01,"$1,155,000",1995-96,1996,1995,Cleveland Cavaliers
brandte01,"$1,312,000",1996-97,1997,1996,Cleveland Cavaliers
brandte01,"$1,469,440",1997-98,1998,1997,Milwaukee Bucks
brandte01,"$6,300,000",1998-99,1999,1998,Minnesota Timberwolves
brandte01,"$7,400,000",1999-00,2000,1999,Minnesota Timberwolves
brandte01,"$8,330,000",2000-01,2001,2000,Minnesota Timberwolves
brandte01,"$9,300,000",2001-02,2002,2001,Minnesota Timberwolves
brandte01,"$10,175,000",2002-03,2003,2002,Minnesota Timberwolves
brandte01,"$11,100,000",2003-04,2004,2003,Atlanta Hawks
breauti01,"$150,000",1994-95,1995,1994,Houston Rockets
breauti01,"$225,000",1995-96,1996,1995,Houston Rockets
breauti01,"$272,250",1997-98,1998,1997,Milwaukee Bucks
bremejr01,"$349,458",2002-03,2003,2002,Boston Celtics
bremejr01,"$563,679",2003-04,2004,2003,Cleveland Cavaliers
breuera01,"$167,000",1984-85,1985,1984,Milwaukee Bucks
breuera01,"$182,000",1985-86,1986,1985,Milwaukee Bucks
breuera01,"$312,500",1987-88,1988,1987,Milwaukee Bucks
breuera01,"$950,000",1988-89,1989,1988,Milwaukee Bucks
breuera01,"$1,150,000",1990-91,1991,1990,Minnesota Timberwolves
breuera01,"$1,250,000",1991-92,1992,1991,Minnesota Timberwolves
breuera01,"$150,000",1993-94,1994,1993,Sacramento Kings
breweco01,"$2,535,720",2007-08,2008,2007,Minnesota Timberwolves
breweco01,"$2,725,920",2008-09,2009,2008,Minnesota Timberwolves
breweco01,"$2,916,120",2009-10,2010,2009,Minnesota Timberwolves
breweco01,"$3,703,472",2010-11,2011,2010,New York Knicks
breweco01,"$3,059,000",2011-12,2012,2011,Denver Nuggets
breweco01,"$3,243,000",2012-13,2013,2012,Denver Nuggets
breweco01,"$4,500,000",2013-14,2014,2013,Minnesota Timberwolves
breweco01,"$4,702,500",2014-15,2015,2014,Houston Rockets
breweco01,"$8,200,000",2015-16,2016,2015,Houston Rockets
breweco01,"$7,600,000",2016-17,2017,2016,Los Angeles Lakers
breweco01,"$6,879,366",2017-18,2018,2017,Los Angeles Lakers
breweco01,"$340,829",2017-18,2018,2017,Oklahoma City Thunder
breweja01,"$332,817",2001-02,2002,2001,Indiana Pacers
breweja01,"$512,435",2002-03,2003,2002,Indiana Pacers
breweja01,"$638,679",2003-04,2004,2003,Indiana Pacers
breweja01,"$720,046",2004-05,2005,2004,New York Knicks
brewero02,"$1,595,400",2006-07,2007,2006,Utah Jazz
brewero02,"$1,715,040",2007-08,2008,2007,Utah Jazz
brewero02,"$1,834,680",2008-09,2009,2008,Utah Jazz
brewero02,"$2,717,161",2009-10,2010,2009,Memphis Grizzlies
brewero02,"$4,790,000",2010-11,2011,2010,Chicago Bulls
brewero02,"$4,710,000",2011-12,2012,2011,Chicago Bulls
brewero02,"$1,069,509",2012-13,2013,2012,Oklahoma City Thunder
brewero02,"$1,186,459",2013-14,2014,2013,Houston Rockets
brezepr01,"$749,160",2001-02,2002,2001,Indiana Pacers
brezepr01,"$805,320",2002-03,2003,2002,Indiana Pacers
brezepr01,"$861,600",2003-04,2004,2003,Indiana Pacers
brezepr01,"$1,554,326",2004-05,2005,2004,Charlotte Bobcats
brezepr01,"$2,750,000",2005-06,2006,2005,Charlotte Bobcats
brezepr01,"$2,750,000",2006-07,2007,2006,Charlotte Bobcats
brezepr01,"$2,750,000",2007-08,2008,2007,Toronto Raptors
brezepr01,"$1,107,572",2009-10,2010,2009,Milwaukee Bucks
brickfr01,"$240,000",1987-88,1988,1987,San Antonio Spurs
brickfr01,"$725,000",1988-89,1989,1988,San Antonio Spurs
brickfr01,"$905,000",1990-91,1991,1990,Milwaukee Bucks
brickfr01,"$1,055,000",1991-92,1992,1991,Milwaukee Bucks
brickfr01,"$1,800,000",1992-93,1993,1992,Milwaukee Bucks
brickfr01,"$1,850,000",1993-94,1994,1993,Milwaukee Bucks
brickfr01,"$2,233,000",1994-95,1995,1994,Sacramento Kings
brickfr01,"$3,250,000",1995-96,1996,1995,Seattle SuperSonics
brickfr01,"$1,500,000",1996-97,1997,1996,Boston Celtics
bridgju01,"$350,000",1984-85,1985,1984,Los Angeles Clippers
bridgju01,"$350,000",1985-86,1986,1985,Los Angeles Clippers
brittmi01,"$105,000",1985-86,1986,1985,San Antonio Spurs
brockjo01,"$457,588",2009-10,2010,2009,Sacramento Kings
brockjo01,"$1,000,000",2010-11,2011,2010,Milwaukee Bucks
brockjo01,"$1,000,000",2011-12,2012,2011,Milwaukee Bucks
brockjo01,"$1,000,000",2012-13,2013,2012,Houston Rockets
brogdma01,"$925,000",2016-17,2017,2016,Milwaukee Bucks
brogdma01,"$1,312,611",2017-18,2018,2017,Milwaukee Bucks
brookaa01,"$972,720",2007-08,2008,2007,Houston Rockets
brookaa01,"$1,045,560",2008-09,2009,2008,Houston Rockets
brookaa01,"$1,118,520",2009-10,2010,2009,Houston Rockets
brookaa01,"$2,016,692",2010-11,2011,2010,Phoenix Suns
brookaa01,"$3,250,000",2012-13,2013,2012,Sacramento Kings
brookaa01,"$3,396,250",2013-14,2014,2013,Sacramento Kings
brookaa01,"$1,027,424",2013-14,2014,2013,Houston Rockets
brookaa01,"$1,145,685",2014-15,2015,2014,Chicago Bulls
brookaa01,"$2,000,000",2015-16,2016,2015,Chicago Bulls
brookaa01,"$2,700,000",2016-17,2017,2016,Indiana Pacers
brookaa01,"$1,471,382",2017-18,2018,2017,Minnesota Timberwolves
brookdi01,"$815,615",2017-18,2018,2017,Memphis Grizzlies
brookke01,"$625,000",1991-92,1992,1991,Denver Nuggets
brookke01,"$800,000",1992-93,1993,1992,Denver Nuggets
brookke01,"$975,000",1993-94,1994,1993,Denver Nuggets
brookke01,"$600,000",1994-95,1995,1994,Denver Nuggets
brookma01,"$1,110,120",2011-12,2012,2011,New Jersey Nets
brookma01,"$1,193,280",2012-13,2013,2012,Brooklyn Nets
brookma01,"$1,210,080",2013-14,2014,2013,Boston Celtics
brookma01,"$332,477",2017-18,2018,2017,Memphis Grizzlies
brookmi01,"$75,000",1987-88,1988,1987,Denver Nuggets
brooksc01,"$100,000",1988-89,1989,1988,Philadelphia 76ers
brooksc01,"$295,000",1990-91,1991,1990,Minnesota Timberwolves
brooksc01,"$400,000",1991-92,1992,1991,Minnesota Timberwolves
brooksc01,"$500,000",1992-93,1993,1992,Houston Rockets
brooksc01,"$525,000",1993-94,1994,1993,Houston Rockets
brooksc01,"$550,000",1994-95,1995,1994,Houston Rockets
brooksc01,"$750,000",1995-96,1996,1995,Dallas Mavericks
brooksc01,"$247,500",1996-97,1997,1996,New York Knicks
brooksc01,"$50,000",1997-98,1998,1997,Boston Celtics
brownan01,"$241,591",2006-07,2007,2006,Seattle SuperSonics
brownan01,"$711,517",2007-08,2008,2007,Memphis Grizzlies
brownan01,"$107,908",2008-09,2009,2008,Charlotte Bobcats
brownbo02,"$442,114",2008-09,2009,2008,Minnesota Timberwolves
brownbo02,"$736,420",2009-10,2010,2009,Los Angeles Clippers
brownbo02,"$934,293",2016-17,2017,2016,Houston Rockets
brownbo02,"$1,230,186",2017-18,2018,2017,Houston Rockets
brownch01,"$630,000",1990-91,1991,1990,Cleveland Cavaliers
brownch01,"$640,000",1991-92,1992,1991,Cleveland Cavaliers
brownch01,"$140,000",1992-93,1993,1992,New Jersey Nets
brownch01,"$425,000",1995-96,1996,1995,Houston Rockets
brownch01,"$500,000",1996-97,1997,1996,Milwaukee Bucks
brownch01,"$272,250",1997-98,1998,1997,Atlanta Hawks
brownch01,"$850,000",1998-99,1999,1998,Charlotte Hornets
brownch01,"$510,000",1999-00,2000,1999,Charlotte Hornets
brownda02,"$332,817",2001-02,2002,2001,Philadelphia 76ers
brownda02,"$202,508",2003-04,2004,2003,New Jersey Nets
brownde01,"$547,000",1990-91,1991,1990,Boston Celtics
brownde01,"$705,000",1991-92,1992,1991,Boston Celtics
brownde01,"$865,000",1992-93,1993,1992,Boston Celtics
brownde01,"$1,025,000",1993-94,1994,1993,Boston Celtics
brownde01,"$2,500,000",1994-95,1995,1994,Boston Celtics
brownde01,"$3,000,000",1995-96,1996,1995,Boston Celtics
brownde01,"$3,250,000",1996-97,1997,1996,Boston Celtics
brownde01,"$3,500,000",1997-98,1998,1997,Boston Celtics
brownde01,"$3,750,000",1998-99,1999,1998,Toronto Raptors
brownde01,"$4,000,000",1999-00,2000,1999,Toronto Raptors
brownde01,"$1,000,000",2000-01,2001,2000,Orlando Magic
brownde03,"$412,718",2006-07,2007,2006,Utah Jazz
brownde03,"$184,157",2008-09,2009,2008,Washington Wizards
brownde03,"$54,410",2008-09,2009,2008,Phoenix Suns
brownde04,"$457,588",2009-10,2010,2009,Charlotte Bobcats
brownde04,"$762,195",2010-11,2011,2010,Charlotte Bobcats
brownde04,"$854,389",2011-12,2012,2011,Charlotte Bobcats
brownde02,"$34,946",2002-03,2003,2002,San Antonio Spurs
brownde02,"$563,679",2003-04,2004,2003,San Antonio Spurs
brownde02,"$695,046",2004-05,2005,2004,San Antonio Spurs
brownde02,"$2,500,000",2005-06,2006,2005,Utah Jazz
brownde02,"$564,518",2006-07,2007,2006,New Orleans/Oklahoma City Hornets
brownde02,"$500,000",2006-07,2007,2006,Golden State Warriors
brownde02,"$1,200,000",2007-08,2008,2007,Cleveland Cavaliers
brownde02,"$998,398",2008-09,2009,2008,New Orleans Hornets
brownde02,"$1,100,000",2009-10,2010,2009,Chicago Bulls
browner01,"$332,817",2001-02,2002,2001,Miami Heat
brownge02,"$287,500",1998-99,1999,1998,Phoenix Suns
brownge02,"$385,000",1999-00,2000,1999,Phoenix Suns
brownja01,"$44,765",2014-15,2015,2014,Los Angeles Lakers
brownja02,"$4,743,000",2016-17,2017,2016,Boston Celtics
brownja02,"$4,956,480",2017-18,2018,2017,Boston Celtics
brownke01,"$1,528,440",2001-02,2002,2001,Boston Celtics
brownke01,"$1,643,040",2002-03,2003,2002,Boston Celtics
brownke01,"$1,757,640",2003-04,2004,2003,Cleveland Cavaliers
brownke01,"$2,332,388",2004-05,2005,2004,Philadelphia 76ers
brownkw01,"$3,697,440",2001-02,2002,2001,Washington Wizards
brownkw01,"$3,974,760",2002-03,2003,2002,Washington Wizards
brownkw01,"$4,252,080",2003-04,2004,2003,Washington Wizards
brownkw01,"$5,361,873",2004-05,2005,2004,Washington Wizards
brownkw01,"$7,500,000",2005-06,2006,2005,Los Angeles Lakers
brownkw01,"$8,287,500",2006-07,2007,2006,Los Angeles Lakers
brownkw01,"$9,075,000",2007-08,2008,2007,Memphis Grizzlies
brownkw01,"$4,000,000",2008-09,2009,2008,Detroit Pistons
brownkw01,"$4,100,000",2009-10,2010,2009,Detroit Pistons
brownkw01,"$1,229,255",2010-11,2011,2010,Charlotte Bobcats
brownkw01,"$6,750,000",2011-12,2012,2011,Golden State Warriors
brownkw01,"$2,819,044",2012-13,2013,2012,Philadelphia 76ers
brownkw01,"$2,945,901",2013-14,2014,2013,Philadelphia 76ers
brownma01,"$220,000",1996-97,1997,1996,Portland Trail Blazers
brownma01,"$500,000",1997-98,1998,1997,Vancouver Grizzlies
brownma01,"$500,000",1998-99,1999,1998,Vancouver Grizzlies
brownma01,"$43,294",1999-00,2000,1999,Detroit Pistons
brownmi01,"$220,000",1987-88,1988,1987,Chicago Bulls
brownmi01,"$275,000",1988-89,1989,1988,Utah Jazz
brownmi01,"$650,000",1990-91,1991,1990,Utah Jazz
brownmi01,"$1,175,000",1991-92,1992,1991,Utah Jazz
brownmi01,"$1,275,000",1992-93,1993,1992,Utah Jazz
brownmi01,"$1,375,000",1993-94,1994,1993,Minnesota Timberwolves
brownmi01,"$1,475,000",1994-95,1995,1994,Minnesota Timberwolves
brownmi01,"$25,000",1999-00,2000,1999,Phoenix Suns
brownmy01,"$200,000",1991-92,1992,1991,Minnesota Timberwolves
brownpj01,"$600,000",1993-94,1994,1993,New Jersey Nets
brownpj01,"$780,000",1994-95,1995,1994,New Jersey Nets
brownpj01,"$960,000",1995-96,1996,1995,New Jersey Nets
brownpj01,"$2,000,000",1996-97,1997,1996,Miami Heat
brownpj01,"$3,844,800",1997-98,1998,1997,Miami Heat
brownpj01,"$4,480,000",1998-99,1999,1998,Miami Heat
brownpj01,"$5,124,800",1999-00,2000,1999,Miami Heat
brownpj01,"$5,740,000",2000-01,2001,2000,Charlotte Hornets
brownpj01,"$6,404,800",2001-02,2002,2001,Charlotte Hornets
brownpj01,"$7,044,800",2002-03,2003,2002,New Orleans Hornets
brownpj01,"$8,000,000",2003-04,2004,2003,New Orleans Hornets
brownpj01,"$8,000,000",2004-05,2005,2004,New Orleans Hornets
brownpj01,"$8,000,000",2005-06,2006,2005,New Orleans/Oklahoma City Hornets
brownpj01,"$8,560,000",2006-07,2007,2006,Chicago Bulls
brownra02,"$210,000",1991-92,1992,1991,Sacramento Kings
brownra02,"$250,000",1992-93,1993,1992,Sacramento Kings
brownra02,"$597,000",1993-94,1994,1993,Sacramento Kings
brownra02,"$700,000",1994-95,1995,1994,Sacramento Kings
brownra02,"$900,000",1995-96,1996,1995,Chicago Bulls
brownra02,"$1,300,000",1996-97,1997,1996,Chicago Bulls
brownra02,"$1,260,000",1997-98,1998,1997,Chicago Bulls
brownra02,"$1,320,000",1998-99,1999,1998,Chicago Bulls
brownra02,"$1,200,000",1999-00,2000,1999,Chicago Bulls
brownra02,"$2,250,000",2000-01,2001,2000,Boston Celtics
brownra02,"$2,475,000",2001-02,2002,2001,Boston Celtics
brownra02,"$2,700,000",2002-03,2003,2002,Phoenix Suns
brownri01,"$160,000",1984-85,1985,1984,Atlanta Hawks
brownsh01,"$971,280",2006-07,2007,2006,Cleveland Cavaliers
brownsh01,"$1,044,120",2007-08,2008,2007,Chicago Bulls
brownsh01,"$797,581",2008-09,2009,2008,Los Angeles Lakers
brownsh01,"$2,000,000",2009-10,2010,2009,Los Angeles Lakers
brownsh01,"$2,200,000",2010-11,2011,2010,Los Angeles Lakers
brownsh01,"$3,500,000",2011-12,2012,2011,Phoenix Suns
brownsh01,"$3,500,000",2012-13,2013,2012,Phoenix Suns
brownsh01,"$3,500,000",2013-14,2014,2013,Phoenix Suns
brownst02,"$815,615",2017-18,2018,2017,Milwaukee Bucks
brownti01,"$332,817",2001-02,2002,2001,Houston Rockets
brownti01,"$720,046",2004-05,2005,2004,Los Angeles Lakers
brownto01,"$135,000",1987-88,1988,1987,New Jersey Nets
brownto01,"$325,000",1988-89,1989,1988,Houston Rockets
brownto01,"$50,000",1990-91,1991,1990,Utah Jazz
brownto01,"$130,000",1991-92,1992,1991,Los Angeles Clippers
brunsri01,"$5,000",1997-98,1998,1997,Orlando Magic
brunsri01,"$350,000",1998-99,1999,1998,New York Knicks
brunsri01,"$485,000",1999-00,2000,1999,New York Knicks
brunsri01,"$523,500",2000-01,2001,2000,New York Knicks
brunsri01,"$16,000",2000-01,2001,2000,Miami Heat
brunsri01,"$590,850",2001-02,2002,2001,Portland Trail Blazers
brunsri01,"$699,935",2002-03,2003,2002,Chicago Bulls
brunsri01,"$813,679",2003-04,2004,2003,Chicago Bulls
brunsri01,"$932,546",2004-05,2005,2004,Los Angeles Clippers
brunsri01,"$1,029,873",2005-06,2006,2005,Seattle SuperSonics
brussni01,"$543,471",2016-17,2017,2016,Dallas Mavericks
brussni01,"$905,249",2017-18,2018,2017,Atlanta Hawks
bryanko01,"$1,015,000",1996-97,1997,1996,Los Angeles Lakers
bryanko01,"$1,167,240",1997-98,1998,1997,Los Angeles Lakers
bryanko01,"$1,319,000",1998-99,1999,1998,Los Angeles Lakers
bryanko01,"$9,000,000",1999-00,2000,1999,Los Angeles Lakers
bryanko01,"$10,130,000",2000-01,2001,2000,Los Angeles Lakers
bryanko01,"$11,250,000",2001-02,2002,2001,Los Angeles Lakers
bryanko01,"$12,375,000",2002-03,2003,2002,Los Angeles Lakers
bryanko01,"$13,500,000",2003-04,2004,2003,Los Angeles Lakers
bryanko01,"$14,175,000",2004-05,2005,2004,Los Angeles Lakers
bryanko01,"$15,946,875",2005-06,2006,2005,Los Angeles Lakers
